"word","lemma"
"kuschelige","kuscheligen"
"lab","leben"
"lacht","lachen"
"Lacrosse","Lacrossen"
"ladies","ladeisen"
"Ladies","Ladeisen"
"lädt","laden"
"lag","liegen"
"lage","lagen"
"Lagen","liegen"
"Lagern","Lager"
"Lagerräume","Lagerraum"
"lake","laken"
"laktosefreies","laktosefreeisen"
"Laminat","Lamineten"
"laminate","laminaen"
"Lananschluss","Lananschluß"
"Landarztes","Landarzt"
"Länder","Land"
"Landes","Land"
"landet","landen"
"Landgericht","Landgerechen"
"ländlichem","ländlich"
"ländlichen","ländlich"
"Landratsamtes","Landratsamt"
"Landsmannschaften","Landsmannschaft"
"Lange","lange"
"langem","lang"
"länger","lang"
"längere","längern"
"längerer","lang"
"längeres","länger"
"längerfristiges","längerfristig"
"langfristige","langfristig"
"langjähriger","langjährig"
"länglichen","länglich"
"langohrige","langohrigen"
"Langschläfer","Langschläf"
"längst","längsen"
"längsten","lang"
"language","languagen"
"languages","languag"
"Langzeitstudent","Langzeitstudenten"
"large","larg"
"largest","largesen"
"Lars","Lar"
"las","lesen"
"lass","laß"
"Lass","laß"
"lasse","lassen"
"Lasse","lassen"
"lasst","lassen"
"lässt","lassen"
"last","laben"
"lasting","lastehen"
"late","laen"
"later","lat"
"latteart","lattearen"
"Laufe","Lauf"
"Laufen","laufen"
"Laufnähe","Laufnähen"
"läufst","läufsen"
"läuft","laufen"
"Laufweite","Laufweien"
"Laune","Laun"
"laut","lauen"
"Laut","laut"
"laute","lauen"
"lautes","laute"
"lautet","lauten"
"leading","leadehen"
"learning","learnehen"
"Learning","Learnehen"
"least","leaben"
"leave","leav"
"leaves","leav"
"leaving","leavehen"
"lebe","leben"
"Leben","leben"
"lebendige","lebendig"
"lebendiger","lebendig"
"Lebens","Leben"
"Lebensabschnitt","Lebensabschneten"
"Lebensbereiche","Lebensbereich"
"Lebensentwürfe","Lebensentwurf"
"lebensfrohe","lebensfrohen"
"Lebensgefährte","Lebensgefähren"
"Lebenshälfte","Lebenshälfen"
"lebenslanger","lebenslang"
"lebenslustige","lebenslustigen"
"lebenslustiger","lebenslustig"
"Lebensmittelpunkte","Lebensmittelpunkt"
"Lebensrealitäten","Lebensrealitäen"
"Lebensrhythmus","Lebensrhythmen"
"Lebensstile","Lebensstil"
"Lebensstils","Lebensstil"
"lebhafte","lebhafen"
"lebst","leben"
"lebt","leben"
"Lebt","leben"
"leckere","leckern"
"leckerem","lecker"
"leckerer","lecker"
"leckeres","lecker"
"leckerste","lecker"
"leckersten","leckersen"
"LED","Led"
"Lediglich","lediglich"
"LEDs","Led"
"Leere","Le"
"left","lefen"
"lege","legen"
"legendäre","legendär"
"legendärer","legendär"
"legst","legen"
"legt","legen"
"lehnst","lehnsen"
"lehramt","Lehramt"
"leicht","leechen"
"leichte","leichen"
"leichten","leichen"
"leichter","leicht"
"Leidenschaften","Leidenschafen"
"leidenschaftliche","leidenschaftlich"
"leidenschaftlicher","leidenschaftlich"
"Leider","leider"
"LEIDER","leider"
"Leinwand","Leinwehen"
"Leisten","leisten"
"Leistungen","Leistung"
"leite","leien"
"Leitung","leitung"
"lenght","lenghen"
"Lennart","Lennaren"
"Leons","Leon"
"Lernen","lernen"
"lernst","lernsen"
"lernt","lernen"
"Lese","Les"
"Lesebrille","Lesebrill"
"LESEN","Lesen"
"Leseratte","Leseraben"
"let","len"
"Let","Len"
"letter","lett"
"Letzt","Letzen"
"letzte","letzen"
"letztem","letzt"
"letzten","letzen"
"letzter","letzt"
"letzteres","letzt"
"Letzteres","letzter"
"letztes","letzt"
"Leuten","Leuen"
"Liberale","Liberal"
"libremente","libremenen"
"Licht","Lechen"
"lichtdurchflutet","lichtdurchfluten"
"Lichtdurchflutet","Lichtdurchfluten"
"Lichtdurchflutete","Lichtdurchfluten"
"lichtdurchflutetes","lichtdurchflutet"
"Lichterkette","Lichterkett"
"Lichtschalter","Lichtschalt"
"lieb","leiben"
"Lieb","leiben"
"liebe","lieben"
"Liebe","lieb"
"Lieben","lieben"
"liebenswerten","liebensweren"
"lieber","gern"
"Lieber","gern"
"Liebesgeschichten","Liebesgeschichen"
"liebesten","liebesen"
"liebevoll","liebevellen"
"liebevolle","liebevoll"
"liebevolles","liebevoll"
"liebgewonnen","liebgewinnen"
"liebgewonnenes","liebgewonnen"
"Lieblingseissorte","Lieblingseissoren"
"Lieblingsfabe","Lieblingsfab"
"Lieblingsgerichte","Lieblingsgerichen"
"Lieblingsküchengerät","Lieblingsküchengeraten"
"Lieblingskünstler","Lieblingskünstl"
"Lieblingslied","Lieblingsleiden"
"Lieblingsort","Lieblingsoren"
"Lieblingsplaylist","Lieblingsplaylisen"
"Lieblingsserien","Lieblingssereinen"
"Lieblingsspiel","Lieblingsspallen"
"liebst","lieben"
"liebstes","lieb"
"liebt","lieben"
"Liebt","lieben"
"Lieder","Lied"
"lief","laufen"
"Lieferdienste","Lieferdiensen"
"lieg","leigen"
"Liege","liegen"
"Liegen","liegen"
"liegende","liegend"
"Liegewiese","Liegewies"
"liegst","liegen"
"liegt","liegen"
"Liegt","liegen"
"lies","lesen"
"ließt","ließen"
"liest","lesen"
"life","lif"
"Life","Lif"
"lifestyle","lifestylen"
"lifestyles","lifestyl"
"lifetime","lifetimen"
"light","lighen"
"like","lik"
"likes","lik"
"Lillet","Lillen"
"lines","lin"
"Linien","Linieen"
"linke","linken"
"Links","links"
"linksgrünversifft","linksgrünverseffen"
"listen","lisen"
"listening","listenehen"
"literature","literatuern"
"Literatures","Literatur"
"little","littlen"
"Live","live"
"lives","liv"
"living","livehen"
"Living","Livangen"
"llave","llav"
"lockable","lockabel"
"Locker","locker"
"lockere","lockern"
"lockeres","locker"
"locking","lockehen"
"lockt","locken"
"loft","lofen"
"logischerweise","logischerweisen"
"Logopädie","Logopäder"
"lohnt","lohnen"
"Lokale","lokal"
"longer","long"
"looking","lookehen"
"Looking","Lookehen"
"lose","los"
"Lösen","lösen"
"löst","lösen"
"Lösung","lösung"
"lot","lieten"
"Lotte","Lott"
"loud","loaden"
"lounger","loung"
"love","lov"
"loves","lov"
"Loves","Lov"
"Löwen","Löw"
"lowest","lowesen"
"Luft","Lufen"
"lüften","lüfen"
"Lug","Lagen"
"lugares","lugar"
"Luke","Luken"
"lustige","lustig"
"lustiger","lustig"
"lustiges","lustig"
"mach","mechen"
"mache","mach"
"Machen","machen"
"machine","machin"
"machines","machin"
"machst","machen"
"Machst","machen"
"macht","machen"
"Madeleine","Madelein"
"Mädels","Mädel"
"MÄDELS","Mädel"
"madrugador","madrugadören"
"magst","magsen"
"Maite","Maien"
"make","maken"
"makes","mak"
"making","makehen"
"Mal","mal"
"male","mal"
"Malen","malen"
"males","mal"
"malkeine","malkein"
"malocht","malochen"
"malt","malen"
"Malte","malen"
"Man","man"
"manage","managen"
"management","managemenen"
"manche","manch"
"Manche","manch"
"manchen","manch"
"Manchmal","manchmal"
"mangelt","mangeln"
"manner","mann"
"Männer","Mann"
"Männern","Mann"
"männliche","männlich"
"männlichen","männlich"
"männlicher","männlich"
"märchenhafter","märchenhaft"
"Margarete","Margarten"
"market","marken"
"Märkten","Märken"
"Marktgasse","Marktgassen"
"Marktplatzes","Marktplatz"
"Marktstand","Marktstehen"
"Marlene","Marlen"
"massiven","massiv"
"maßvollem","maßvoll"
"Mastern","Master"
"masterpiece","masterpiec"
"Masterstudent","Masterstudenten"
"matching","matchehen"
"mate","maen"
"Materialien","Materialie"
"Mati","Mate"
"Matratzenschoner","Matratzenschon"
"mature","matuern"
"Maxime","Maximen"
"maybe","mayben"
"mayor","mayören"
"MBit","Mbit"
"McDonalds","McDonald"
"meaning","meanehen"
"meantime","meantimen"
"meat","meeten"
"Mediamarkt","Mediamarken"
"medicine","medicin"
"Medicine","Medicin"
"Medien","Medium"
"Medienwissenschaften","Medienwissenschafen"
"medizinische","medizinisch"
"Medizinstudiums","Medizinstudium"
"meet","meen"
"Meet","Meen"
"meeting","meetehen"
"Mehr","mehr"
"Mehrere","mehrere"
"Mehrfamilienhauses","Mehrfamilienhaus"
"Mein","mein"
"meine","mein"
"Meine","mein"
"meinem","mein"
"meinen","mein"
"Meinen","mein"
"meiner","mein"
"meines","mein"
"meins","mein"
"meinst","meinsen"
"meinte","meint"
"Meinungen","Meinung"
"Meist","meist"
"meiste","meisen"
"meisten","meist"
"Meistens","meistens"
"mejores","mejor"
"melde","melden"
"Melde","melden"
"meldest","melden"
"meldet","melden"
"Meldet","melden"
"meldt","melden"
"memories","memoreisen"
"Menge","Meng"
"Menschen","Mensch"
"Meret","Meren"
"merkst","merken"
"merkt","merken"
"message","messagen"
"messages","messag"
"Messe","Mes"
"Met","Men"
"Metern","Meter"
"Methods","Method"
"Metime","Metimen"
"metres","metr"
"Metzgern","Metzger"
"mexikanisches","mexikanisch"
"mich","ich"
"Mich","ich"
"Michelle","Michell"
"microwave","microwav"
"Microwelle","Microwell"
"middle","middeln"
"midnight","midnighen"
"Miele","Miel"
"Mietbedingungen","Mietbedingung"
"miete","mieten"
"Mieten","Miete"
"Mieter","Miete"
"Mieterhöhungen","Mieterhöhung"
"mietest","mieten"
"Mietparteien","Mietpartein"
"Mietshäuser","Mietshaus"
"Mietverhältnisses","Mietverhältniß"
"Mietverträge","Mietvertrag"
"might","mighen"
"Min","Minute"
"Mindestens","mindestens"
"Minijob","Minijeben"
"Miniküche","Miniküch"
"mins","min"
"mint","minen"
"mintues","mintu"
"Minuten","Minute"
"minutes","minut"
"Minütigen","minütigen"
"minütiger","minütig"
"mir","ich"
"Mir","ich"
"mirror","mirrören"
"mis","men"
"mischt","mischen"
"Missioniert","Missionieren"
"Mit","mit"
"MIT","mit"
"Mitarbeiten","mitarbeiten"
"mitbekommt","mitbekommen"
"mitbenutzt","mitbenutzen"
"Mitbewoher","Mitbewoh"
"Mitbewohnenden","Mitbewohnende"
"Mitbewohnern","Mitbewohner"
"Mitbewohners","Mitbewohner"
"mitbringst","mitbringsen"
"mitbringt","mitbringen"
"Miteinander","miteinander"
"miteinberechnet","miteinberechnen"
"miteinbringst","miteinbringsen"
"miteinkalkuliert","miteinkalkulieren"
"miterlebt","miterleben"
"mitgebracht","mitgebrachen"
"mitgebrachtes","mitgebracht"
"mitgenutzt","mitgenutzen"
"mitgestaltet","mitgestalten"
"mitgeteilte","mitgeteilen"
"Mitglieder","Mitglied"
"Mitgliedern","Mitglied"
"mithilfst","mithilfsen"
"mitmachst","mitmachen"
"Mitmenschen","Mitmensch"
"mitnehme","mitnehmen"
"mitnimmt","mitnehmen"
"mitschickst","mitschicken"
"mitspracherecht","mitspracherechen"
"Mittag","Mittiegen"
"Mittage","Mittagen"
"Mittags","mittags"
"Mittagsschlaf","Mittagsschleffen"
"mitte","mitten"
"mittelfristige","mittelfristigen"
"Mittelpunkt","Mittelpunken"
"Mitten","mitten"
"Mitternacht","Mitternachen"
"mittlere","mittler"
"Mittlerweile","mittlerweile"
"Mittwochnachmittag","Mittwochnachmittiegen"
"mittzwanziger","mittzwanzig"
"Mix","mixen"
"mixture","mixtuern"
"mobeliert","mobelieren"
"möbeliert","möbelieren"
"Möbeln","Möbel"
"mobile","mobil"
"Mobile","mobil"
"möbiliert","möbilieren"
"möbiliertes","möbiliert"
"Möbiliertes","Möbiliert"
"möbliert","möblieren"
"Möbliert","Möblieren"
"möblierte","möblieren"
"möblierter","möbliert"
"möbliertes","möbliert"
"Möbliertes","Möbliert"
"Möblierungen","Möblierung"
"möchstest","möchstesen"
"möchte","mögen"
"möchten","möchen"
"möchtest","möchtesen"
"möchtet","möchten"
"Modebrache","Modebrach"
"modelliert","modellieren"
"Modem","modem"
"Modern","modern"
"moderne","modern"
"modernem","modern"
"moderner","modern"
"modernes","modern"
"Modernes","modern"
"modernisiert","modernisieren"
"modernste","modernsen"
"mögenes","mögen"
"mögliche","möglich"
"Mögliche","möglich"
"möglichen","möglich"
"mögliches","möglich"
"möglichst","möglichen"
"möglichZüge","möglichZug"
"Möhre","Möhr"
"Molekulare","molekulare"
"moment","momenen"
"Moment","Momenen"
"Momentan","momentan"
"momentanes","momentan"
"Momente","Momenen"
"Monat","Moneten"
"monatiger","monatig"
"monatiges","monatig"
"Monatlich","monatlich"
"monatliche","monatlich"
"Monatsmiete","Monatsmieten"
"more","morn"
"Morgen","morgen"
"morgendliche","morgendlich"
"Morgens","morgens"
"Morgensonne","Morgensonn"
"Morgenstelle","Morgenstell"
"morgentliche","morgentlich"
"Moritz","Moritzen"
"morning","mornehen"
"most","mosen"
"motivierte","motiviern"
"motivierten","motiviern"
"mountains","mountain"
"move","mov"
"moves","mov"
"movies","moveisen"
"moving","movehen"
"muenze","muenzen"
"muestre","muestrn"
"Muffins","Muffin"
"mühevoll","mühevellen"
"multiple","multiplen"
"munkelt","munkeln"
"Münzautomat","Münzautometen"
"Münzgasse","Münzgassen"
"Münzwaschmaschine","Münzwaschmaschin"
"Musikalisch","musikalisch"
"musikalischen","musikalisch"
"musikbegeistert","musikbegeistern"
"musiziert","musizieren"
"muss","müssen"
"Muss","müssen"
"muß","müssen"
"musst","mussen"
"musste","müssen"
"müsste","müssen"
"mussten","müssen"
"müssten","müssen"
"müsstest","müsstesen"
"must","musen"
"Muttersprache","Muttersprach"
"Nach","nach"
"Nachbarhauses","Nachbarhaus"
"Nachbarn","Nachbar"
"Nachdem","nachdem"
"Nachforderungen","Nachforderung"
"nachgeht","nachgehen"
"nachgeliefert","nachgeliefern"
"nachhaltige","nachhaltig"
"nachhaltiger","nachhaltig"
"Nachhaltiges","nachhaltig"
"Nachmittag","Nachmittiegen"
"Nachmittags","nachmittag"
"Nachnamen","Nachname"
"nachricht","Nachricht"
"Nachsicht","Nachsechen"
"nächste","nach"
"Nächste","nach"
"nachsteht","nachstehen"
"nächstem","näch"
"nächsten","nah"
"nächster","nah"
"Nächster","nah"
"nächstes","nah"
"Nächstes","nah"
"nächstgelegene","nächstgelegen"
"Nacht","Nachen"
"Nächte","Nächen"
"Nachteile","Nachteil"
"nächtliche","nächtlich"
"nächtlichen","nächtlich"
"nächtlicher","nächtlich"
"Nachts","nachts"
"Nachttische","Nachttisch"
"Nachwuchs","Nachwachsen"
"Nachzahlungen","Nachzahlung"
"nackte","nacken"
"Nadine","Nadin"
"nagelneue","nagelneuen"
"nah","nehen"
"Nah","nah"
"Nahe","nahe"
"nähe","nähen"
"nahegelegene","nahegelegen"
"nahegelegenen","nahegelegen"
"nahegelegener","nahegelegen"
"nahegelegenes","nahegelegen"
"nahen","nehen"
"näher","nah"
"Nähere","nah"
"Näheres","Näher"
"nahgelegene","nahgelegen"
"Nähprojekten","Nähprojeken"
"nähsten","nähsen"
"näht","nähen"
"name","nam"
"Namen","Name"
"naslang","naslingen"
"nasse","nassen"
"Nationalitäten","Nationalität"
"Naturalien","Naturalie"
"Naturbegeisterte","Naturbegeisteren"
"nature","natuern"
"Natürlich","natürlich"
"natürliche","natürlich"
"naturnah","naturnehen"
"Naturnah","Naturnehen"
"Naturschutzgebiet","Naturschutzgebaten"
"Naturwissenschaften","Naturwissenschafen"
"nearest","nearesen"
"Neben","neben"
"Nebenbei","nebenbei"
"Nebeneinander","nebeneinander"
"nebenfach","nebenfechen"
"Nebenjob","Nebenjeben"
"Nebenkostenpauschale","Nebenkostenpauschal"
"Nebenräume","Nebenraum"
"necesite","necesien"
"Neckarbrucke","Neckarbruck"
"Neckarbrücke","Neckarbrück"
"Neckarufer","Neckaruf"
"Neckerbrücke","Neckerbrück"
"negativen","negativ"
"negotiable","negotiabel"
"negotiate","negotiaen"
"nehme","nehmen"
"nehmt","nehmen"
"neighbor","neighbören"
"neighboring","neighborehen"
"Nein","nein"
"Nele","Nel"
"nem","n"
"nenne","nennen"
"nennt","nennen"
"ner","n"
"net","nen"
"Netflixabende","Netflixabend"
"Nett","nett"
"nette","nett"
"Nette","nett"
"netten","nett"
"netter","nett"
"nettes","nett"
"Neu","neu"
"Neubaugebiet","Neubaugebaten"
"Neubaus","Neubau"
"neue","neu"
"Neue","neu"
"neuem","neu"
"Neuen","neu"
"neuer","neu"
"neuerem","neu"
"neues","neu"
"neueste","neu"
"neuestem","neu"
"Neuling","Neulehen"
"neunt","neunen"
"neuroscience","neuroscienc"
"Neurowissenschaften","Neurowissenschafen"
"Neustart","Neustaren"
"neusten","neu"
"neuster","neu"
"neutrale","neutral"
"neuwertige","neuwertigen"
"never","nev"
"Newcomer","Newcom"
"next","nexen"
"Next","Nexen"
"nice","nic"
"nicer","nic"
"Nicer","Nic"
"Nicht","nicht"
"NICHT","nicht"
"Nichtraucher","Nichtrauch"
"Nichts","nichts"
"nichtschlagende","nichtschlagend"
"niegelnagelneue","niegelnagelneuen"
"niemand","niemehen"
"niemandem","niemand"
"night","nighen"
"nightstand","nightstehen"
"nimmst","nimmsen"
"nimmt","nehmen"
"Nirgendwo","nirgendwo"
"Noch","noch"
"NOCH","noch"
"noche","noch"
"noice","noic"
"noise","noisen"
"nor","nören"
"nordischen","nordisch"
"Nordwestseite","Nordwestseien"
"normale","normal"
"normalen","normal"
"Normalerweise","normalerweise"
"normales","normal"
"not","nieten"
"Not","nieten"
"NOT","nieten"
"Notarzt","Notarzen"
"note","non"
"Note","Not"
"Nöte","Nöen"
"Notfälle","Notfall"
"Nothing","Nothehen"
"notice","notic"
"nötige","nötigen"
"Nötige","nötigen"
"Nötigen","nötigen"
"Nötigste","Nötig"
"Notwendige","notwendige"
"Notwendigen","notwendigen"
"nowhere","nowher"
"Nun","nun"
"Nur","nur"
"NUR","nur"
"Nürtinger","Nürting"
"nutzbare","nutzbar"
"nutze","nutzen"
"nützliche","nützlich"
"nutzt","nutzen"
"nutzten","nutzen"
"Nutzungsentgelt","Nutzungsentgeln"
"oben","ieben"
"Oberatze","Oberatz"
"obere","ob"
"Obere","ob"
"Oberen","ober"
"oberes","ob"
"Oberes","ober"
"Obergeschoss","Obergeschießen"
"oberste","ober"
"obersten","ober"
"Obhut","Obhuen"
"Obstbaumwiesen","Obstbaumweisen"
"Obstgut","Obstguen"
"Obwohl","obwohl"
"occasionally","Occasionally"
"occupied","occupeiden"
"Oder","oder"
"Offen","offen"
"offene","offen"
"Offene","offen"
"offenem","offen"
"offenen","offen"
"offener","offen"
"offenes","offen"
"offenherziger","offenherzig"
"offensteht","offenstehen"
"Öffentliche","öffentliche"
"Öffentlichen","Öffentlich"
"offering","offerehen"
"office","offic"
"Öffis","Öffi"
"Offiziell","offiziell"
"öffnet","öffnen"
"ofrece","ofrec"
"Oft","oft"
"often","ofen"
"Öfters","öfters"
"Ohne","ohne"
"okay","Okay"
"ökologisches","ökologisch"
"Öle","Öl"
"once","onc"
"One","On"
"only","Only"
"Only","only"
"opaque","opaquen"
"opening","openehen"
"opportunities","opportuniteisen"
"opportunity","Opportunity"
"opposite","opposien"
"optimaler","optimal"
"Optional","optional"
"optionale","optional"
"Optionen","Option"
"ORDENTLICH","ordentlich"
"ordentliche","ordentlich"
"ordentlichen","ordentlich"
"order","ord"
"ordinary","Ordinary"
"ordne","ordnen"
"Ordnung","ordnung"
"Ordnungsliebe","Ordnungslieb"
"Ordnungswut","Ordnungswuen"
"organisatorische","organisatorisch"
"Organisieren","organisieren"
"organisiert","organisieren"
"organize","organiz"
"orientiere","orientieren"
"Orientierung","orientierung"
"originalen","original"
"Orte","Oren"
"örtlichen","örtlich"
"Ortschaften","Ortschaft"
"Ost","Osen"
"ostasiatischer","ostasiatisch"
"Österbergwiese","Österbergwies"
"otherwise","otherwisen"
"Otter","Ott"
"ourselves","ourselv"
"out","ouen"
"Out","Ouen"
"outdoor","outdoören"
"overlooking","overlookehen"
"owner","own"
"Paare","Paar"
"packt","packen"
"pädagogische","pädagogisch"
"Pädagogische","pädagogisch"
"pädagogischer","pädagogisch"
"painting","paintehen"
"Pancakes","Pancak"
"paradas","parader"
"Parallel","parallel"
"parat","pareten"
"Parfums","Parfum"
"Parken","Park"
"Parkettböden","Parkettboden"
"Parkhauses","Parkhaus"
"parking","parkehen"
"Parkplätze","Parkplatz"
"Parkplätzen","Parkplatz"
"Parks","Park"
"parquet","parquen"
"part","paren"
"partake","partaken"
"parterre","parterrn"
"participate","participaen"
"partie","parti"
"parties","parteisen"
"partizipiert","partizipieren"
"Partynachte","Partynachen"
"passende","passend"
"passender","passend"
"Passenderes","Passender"
"passiert","passieren"
"passionate","passionaen"
"passionierte","passionieren"
"passionierter","passioniert"
"passt","passen"
"Passt","passen"
"paste","pasen"
"Paste","Pasen"
"Pastete","Pasten"
"patient","patienen"
"pauschale","pauschal"
"payment","paymenen"
"peace","peac"
"Pedale","Pedal"
"pedes","ped"
"Pendeln","pendeln"
"pendelst","pendelsen"
"pendelt","pendeln"
"pendle","pendeln"
"Pensums","Pensum"
"people","peoplen"
"perfect","perfecen"
"perfekt","perfeken"
"Perfekt","perfeken"
"perfekte","perfeken"
"Perfekte","perfeken"
"perfekten","perfeken"
"perfekter","perfekt"
"perfektes","perfekt"
"perfektioniert","perfektionieren"
"permanent","permanenen"
"permite","permieten"
"personen","Person"
"Personen","Person"
"PERSONEN","Person"
"PERSÖNLICH","persönlich"
"persönliche","persönlich"
"persönlichen","persönlich"
"Persönlichen","persönlich"
"persönlicher","persönlich"
"persönliches","persönlich"
"pet","pen"
"pfeift","pfeifen"
"Pferde","Pferd"
"Pferdeutensilien","Pferdeutensileinen"
"Pflanzen","Pflanze"
"Pflanzprojekte","Pflanzprojekt"
"pflege","pflegen"
"pflegeleicht","pflegeleichen"
"Pflegeprodukten","Pflegeproduken"
"Pfleger","Pflege"
"pflegt","pflegen"
"Pflicht","Pflechen"
"pflichtbewusste","pflichtbewussen"
"Pflichttermine","Pflichttermin"
"pharmacies","pharmaceisen"
"pharmazeutischen","pharmazeutisch"
"phasenweise","phasenweisen"
"philosophiert","philosophieren"
"philosophische","philosophisch"
"philosophise","philosophisen"
"phone","phon"
"Photos","Photo"
"physiotherapist","physiotherapisen"
"Physische","Physisch"
"picture","pictuern"
"pictures","pictuer"
"Pictures","Pictuer"
"pie","pi"
"pieces","piec"
"Piloten","Pilot"
"Pilze","Pilz"
"ping","pehen"
"Pisten","Pisen"
"pittoreske","pittoresk"
"Pizzaessen","Pizzaesse"
"Pizzen","Pizza"
"Pizzerien","Pizzereinen"
"PKW","Pkw"
"place","plac"
"places","plac"
"Places","Place"
"plane","planen"
"Pläne","Plan"
"plant","planen"
"Plant","planen"
"Planung","planung"
"Planzen","Planz"
"Platanen","Platane"
"plattem","platt"
"platzbedingt","platzbedingen"
"Plätze","Platz"
"Plätzen","Platz"
"Plaudern","Plaud"
"playing","playehen"
"pleasant","pleasanen"
"PLEASE","Please"
"plötzliche","plötzlich"
"Plündern","plündern"
"Pluspunkte","Pluspunkt"
"Poetryslams","Poetryslam"
"politische","politisch"
"Politische","politisch"
"politischem","politisch"
"politischen","politisch"
"ponte","ponen"
"por","pören"
"porque","porquen"
"posible","posibel"
"positive","positiv"
"positives","positiv"
"possibilities","possibiliteisen"
"possible","possibel"
"post","posen"
"Postern","Poster"
"Postfiliale","Postfilial"
"Postfilialen","Postfilial"
"Postkarten","Postkaren"
"pot","pieten"
"potatoes","potato"
"potententielle","potententiellen"
"potentielle","potentiell"
"potentielles","potentiell"
"potenzielles","potenziell"
"Potter","Pott"
"Praktikanten","Praktikanen"
"Praktikums","Praktikum"
"Praktisch","praktisch"
"praktischerweise","praktischerweisen"
"prank","prinken"
"präsent","präsenen"
"prayer","pray"
"präzesierten","präzesieren"
"prefer","pref"
"Preise","Preis"
"Preisen","Preis"
"premises","premis"
"prepares","prepar"
"prevent","prevenen"
"price","pric"
"prime","primen"
"Prime","Primen"
"principle","principlen"
"principles","principl"
"privat","priveten"
"private","privat"
"privates","privat"
"Privates","privat"
"Privatparkplätze","Privatparkplatz"
"Pro","pro"
"probeweise","probeweisen"
"probiert","probieren"
"Probleme","Problem"
"Problemen","Problem"
"produktive","produktiv"
"produziert","produzieren"
"professioneller","professionell"
"professionelles","professionell"
"Professoren","Professor"
"Profis","Profi"
"profitiert","profitieren"
"program","progrommen"
"project","projecen"
"projector","projectören"
"Projekt","Projeken"
"Projekte","Projekt"
"Projekten","Projeken"
"Projektes","Projekt"
"Projekts","Projekt"
"Promotionsprojekt","Promotionsprojeken"
"promoviere","promovieren"
"Promovierende","Promovierend"
"promovierst","promoviersen"
"promoviert","promovieren"
"provides","provid"
"providing","providehen"
"Prozess","Prozeß"
"Prüfungen","Prüfung"
"Psychologen","Psycholiehen"
"psychologischen","psychologisch"
"psychologist","psychologisen"
"puede","pued"
"puedes","pued"
"Punkte","Punkt"
"Punkten","Punkt"
"punktest","punktesen"
"Pünktliche","Pünktlich"
"punting","puntehen"
"purchases","purchas"
"pure","puern"
"purer","pur"
"purpose","purpos"
"put","puen"
"putzbegeistert","putzbegeistern"
"Putzdienste","Putzdiensen"
"Putzdiensten","Putzdiensen"
"putze","putzen"
"Putzpläne","Putzplan"
"Putzplans","Putzplan"
"putzt","putzen"
"Putzuntensilien","Putzuntensileinen"
"Putzutensilien","Putzutensileinen"
"puzzelt","puzzeln"
"puzzlet","puzzlen"
"quadrat","quadreten"
"quadratischen","quadratisch"
"Quadratmetern","Quadratmeter"
"Qualitativ","qualitativ"
"Quantitative","quantitativ"
"quarter","quart"
"Quartier","quartier"
"Quasi","quasi"
"quatratisches","quatratisch"
"quatsche","quatsch"
"quatscht","quatschen"
"quatschten","quatschen"
"que","quen"
"querbeet","querbeen"
"Quere","Quer"
"Quersumme","Quersummen"
"quieres","quier"
"quiet","quaten"
"Quiet","Quaten"
"quieter","quiet"
"quietest","quietesen"
"quirliger","quirlig"
"quite","quien"
"Radausflüge","Radausflug"
"radelst","radelsen"
"Räder","Rad"
"radiante","radianen"
"Radtouren","Radtour"
"Radwege","Radweg"
"Radweges","Radweg"
"Rahmen","Rehmen"
"raiding","raidehen"
"Raiffeisenmarkt","Raiffeisenmarken"
"Rande","Rand"
"ranging","rangehen"
"rassistische","rassistisch"
"rate","raen"
"Raten","raten"
"Ratschläge","Ratschlag"
"raubt","rauben"
"rauche","rauchen"
"Rauchen","rauchen"
"rauchfrei","rauchfrein"
"rauchst","rauchen"
"raucht","rauchen"
"Rauchverbot","Rauchverbieten"
"rauf","raaffen"
"räume","raum"
"Räume","Raum"
"Räumen","räumen"
"rausbringst","rausbringsen"
"Rauschkulisse","Rauschkulis"
"rausgeht","rausgehen"
"rausgestellt","rausgestellen"
"rauskommt","rauskommen"
"raussetzten","raussetzen"
"raves","rav"
"reach","reechen"
"reachable","reachabel"
"reading","readehen"
"readjust","readjusen"
"Real","real"
"realize","realiz"
"Recamiere","Recamier"
"receive","receiv"
"receiving","receivehen"
"Rechnungen","Rechnung"
"rechte","recht"
"rechteckige","rechteckigen"
"rechteckigem","rechteckig"
"Rechtswissenschaften","Rechtswissenschaft"
"recover","recov"
"redefine","redefin"
"reduziert","reduzieren"
"reduzierte","reduzieren"
"refer","ref"
"Referendariat","Referendarieten"
"Refrendariat","Refrendarieten"
"refrigerator","refrigeratören"
"regalähnliches","regalähnlich"
"Regalen","Regale"
"Regalkonstruktionen","Regalkonstruktion"
"regarding","regardehen"
"Regel","regel"
"regelmässige","regelmäßig"
"regelmäßige","regelmäßig"
"regelmäßiger","regelmäßig"
"regelmäßiges","regelmäßig"
"regelrecht","regelrechen"
"Regelungen","Regelung"
"regem","reg"
"reger","reg"
"reguläre","regulär"
"regulärer","regulär"
"reichliche","reichlich"
"reicht","reichen"
"Reifen","reifen"
"reine","rein"
"reinen","rein"
"reines","rein"
"reingeschaut","reingeschauen"
"reingestellt","reingestellen"
"Reinigungskraft","Reinigungskrafen"
"reinkommst","reinkommsen"
"reinläuft","reinlaufen"
"reinpasst","reinpassen"
"reinstellt","reinstellen"
